| %    | Decomp?  | Name                                | Asm Path 
-------------------------------------------------------------------------------
| 1.00 | true     | InitializeUnkEntity                 | asm/us/boss/bo4/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/boss/mar/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/boss/rbo3/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/boss/rbo5/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/cen/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/chi/matchings/en_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/dre/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/lib/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/mad/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/no0/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/no1/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/no3/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/np3/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/nz0/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/rwrp/matchings/rwrp/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/st0/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | true     | InitializeUnkEntity                 | asm/us/st/wrp/matchings/e_misc/InitializeUnkEntity.s 
| 1.00 | false    | InitializeUnkEntity                 | asm/us/st/no4/nonmatchings/e_misc/InitializeUnkEntity.s 
-------------------------------------------------------------------------------
| 1.00 | true     | MakeEntityFromId                    | asm/us/boss/bo4/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/boss/mar/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/boss/rbo3/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/boss/rbo5/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/cen/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/chi/matchings/en_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/dre/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/lib/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/mad/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/no0/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/no1/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/no3/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/np3/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/nz0/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/rwrp/matchings/rwrp/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/st0/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | true     | MakeEntityFromId                    | asm/us/st/wrp/matchings/e_misc/MakeEntityFromId.s 
| 1.00 | false    | MakeEntityFromId                    | asm/us/st/no4/nonmatchings/e_misc/MakeEntityFromId.s 
-------------------------------------------------------------------------------
| 1.00 | true     | PlaySfxPositional                   | asm/us/boss/bo4/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/boss/mar/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/boss/rbo3/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/boss/rbo5/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/cen/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/chi/matchings/en_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/dre/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/lib/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/mad/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/no0/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/no1/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/no3/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/np3/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/nz0/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/rwrp/matchings/rwrp/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/st0/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | true     | PlaySfxPositional                   | asm/us/st/wrp/matchings/e_misc/PlaySfxPositional.s 
| 1.00 | false    | PlaySfxPositional                   | asm/us/st/no4/nonmatchings/e_misc/PlaySfxPositional.s 
-------------------------------------------------------------------------------
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/boss/bo4/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/boss/mar/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/boss/rbo3/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/boss/rbo5/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/cen/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/chi/matchings/en_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/dre/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/lib/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/mad/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/no0/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/no1/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/no3/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/np3/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/nz0/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/rwrp/matchings/rwrp/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/st0/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | true     | UnkCollisionFunc5                   | asm/us/st/wrp/matchings/e_misc/UnkCollisionFunc5.s 
| 1.00 | false    | UnkCollisionFunc5                   | asm/us/st/no4/nonmatchings/e_misc/UnkCollisionFunc5.s 
-------------------------------------------------------------------------------
| 1.00 | true     | EntityEnemyBlood                    | asm/us/boss/bo4/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/boss/mar/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/boss/rbo3/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/boss/rbo5/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/cen/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/chi/matchings/en_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/dre/matchings/20734/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/mad/matchings/17B94/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/no0/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/no1/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/no3/matchings/4AFF0/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/np3/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/nz0/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/rwrp/matchings/wrp/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/st0/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | true     | EntityEnemyBlood                    | asm/us/st/wrp/matchings/e_particles/EntityEnemyBlood.s 
| 1.00 | false    | EntityEnemyBlood                    | asm/us/st/lib/nonmatchings/e_particles/EntityEnemyBlood.s 
| 1.00 | false    | EntityEnemyBlood                    | asm/us/st/no4/nonmatchings/e_particles/EntityEnemyBlood.s 
-------------------------------------------------------------------------------
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/boss/bo4/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/boss/mar/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/boss/rbo3/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/boss/rbo5/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/cen/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/chi/matchings/en_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/dre/matchings/20734/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/mad/matchings/17B94/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/no0/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/no1/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/no3/matchings/4AFF0/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/np3/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/nz0/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/rwrp/matchings/wrp/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/st0/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | true     | EntitySoulStealOrb                  | asm/us/st/wrp/matchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | false    | EntitySoulStealOrb                  | asm/us/st/lib/nonmatchings/e_particles/EntitySoulStealOrb.s 
| 1.00 | false    | EntitySoulStealOrb                  | asm/us/st/no4/nonmatchings/e_particles/EntitySoulStealOrb.s 
-------------------------------------------------------------------------------
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/boss/bo4/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/boss/mar/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/boss/rbo3/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/boss/rbo5/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/cen/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/chi/matchings/ut_prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/dre/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/lib/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/mad/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/no0/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/no1/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/no3/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/np3/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/nz0/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/rwrp/matchings/wrp/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/st0/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | true     | FindFirstUnkPrim                    | asm/us/st/wrp/matchings/prim_helpers/FindFirstUnkPrim.s 
| 1.00 | false    | FindFirstUnkPrim                    | asm/us/st/no4/nonmatchings/prim_helpers/FindFirstUnkPrim.s 
-------------------------------------------------------------------------------
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/boss/bo4/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/boss/mar/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/boss/rbo3/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/boss/rbo5/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/cen/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/chi/matchings/ut_prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/dre/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/lib/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/mad/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/no0/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/no1/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/no3/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/np3/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/nz0/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/rwrp/matchings/wrp/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/st0/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | true     | FindFirstUnkPrim2                   | asm/us/st/wrp/matchings/prim_helpers/FindFirstUnkPrim2.s 
| 1.00 | false    | FindFirstUnkPrim2                   | asm/us/st/no4/nonmatchings/prim_helpers/FindFirstUnkPrim2.s 
-------------------------------------------------------------------------------
| 1.00 | true     | PrimResetNext                       | asm/us/boss/bo4/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/boss/mar/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/boss/rbo3/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/boss/rbo5/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/cen/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/chi/matchings/ut_prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/dre/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/lib/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/mad/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/no0/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/no1/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/no3/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/np3/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/nz0/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/rwrp/matchings/wrp/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/st0/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | true     | PrimResetNext                       | asm/us/st/wrp/matchings/prim_helpers/PrimResetNext.s 
| 1.00 | false    | PrimResetNext                       | asm/us/st/no4/nonmatchings/prim_helpers/PrimResetNext.s 
-------------------------------------------------------------------------------
| 1.00 | true     | PrimToggleVisibility                | asm/us/boss/bo4/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/boss/mar/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/boss/rbo3/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/boss/rbo5/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/cen/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/chi/matchings/ut_prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/dre/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/lib/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/mad/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/no0/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/no1/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/no3/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/np3/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/nz0/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/rwrp/matchings/wrp/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/st0/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | true     | PrimToggleVisibility                | asm/us/st/wrp/matchings/prim_helpers/PrimToggleVisibility.s 
| 1.00 | false    | PrimToggleVisibility                | asm/us/st/no4/nonmatchings/prim_helpers/PrimToggleVisibility.s 
-------------------------------------------------------------------------------
| 1.00 | true     | UnkPolyFunc0                        | asm/us/boss/bo4/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/boss/mar/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/boss/rbo3/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/boss/rbo5/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/cen/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/chi/matchings/ut_prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/dre/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/lib/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/mad/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/no0/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/no1/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/no3/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/np3/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/nz0/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/rwrp/matchings/wrp/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/st0/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | true     | UnkPolyFunc0                        | asm/us/st/wrp/matchings/prim_helpers/UnkPolyFunc0.s 
| 1.00 | false    | UnkPolyFunc0                        | asm/us/st/no4/nonmatchings/prim_helpers/UnkPolyFunc0.s 
-------------------------------------------------------------------------------
| 1.00 | true     | UnkPolyFunc2                        | asm/us/boss/bo4/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/boss/mar/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/boss/rbo3/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/boss/rbo5/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/cen/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/chi/matchings/ut_prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/dre/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/lib/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/mad/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/no0/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/no1/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/no3/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/np3/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/nz0/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/rwrp/matchings/wrp/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/st0/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | true     | UnkPolyFunc2                        | asm/us/st/wrp/matchings/prim_helpers/UnkPolyFunc2.s 
| 1.00 | false    | UnkPolyFunc2                        | asm/us/st/no4/nonmatchings/prim_helpers/UnkPolyFunc2.s 
-------------------------------------------------------------------------------
| 1.00 | true     | UnkPrimHelper                       | asm/us/boss/bo4/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/boss/mar/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/boss/rbo3/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/boss/rbo5/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/cen/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/chi/matchings/ut_prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/dre/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/lib/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/mad/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/no0/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/no1/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/no3/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/np3/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/nz0/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/rwrp/matchings/wrp/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/st0/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | true     | UnkPrimHelper                       | asm/us/st/wrp/matchings/prim_helpers/UnkPrimHelper.s 
| 1.00 | false    | UnkPrimHelper                       | asm/us/st/no4/nonmatchings/prim_helpers/UnkPrimHelper.s 
-------------------------------------------------------------------------------
| 1.00 | true     | UpdateAnimation                     | asm/us/boss/bo4/matchings/prim_helpers/UpdateAnimation.s 
| 1.00 | true     | UpdateAnimation                     | asm/us/boss/mar/matchings/prim_helpers/UpdateAnimation.s 
| 1.00 | true     | UpdateAnimation                     | asm/us/boss/rbo3/matchings/prim_helpers/UpdateAnimation.s 
